correct_sentence,gt
প্রিন্স উইলিয়ামের দাদার দাদার নাম ছিল প্রিন্স লুইস,প্রিন্স উইলিয়ামের দাদার দাদার নাম ছিল প্রিন্স লুইস
"বিস্ময় শব্দটিকে গত কিছুদিনে ক্লিশে বানিয়ে ফেলেছেন যিনি, সেই এবি ডি ভিলিয়ার্সের লেগেছিল ১৭৫ ইনিংস","বিস্ময় শব্দটিকে গত কিছুদিনে ক্লিশে বানিয়ে ফেলেছেন যিনি, সেই এবি ডি ভিলিয়ার্সের লেগেছিল ১৭৫ ইনিংস"
ভুল শুধরে দিতে হবে,ভুল শুধরে দিতে হবে
বয়সে দুই বছরের বড় বিনোদ কাম্বলিকে সঙ্গে নিয়ে গড়েন ৬৬৪ রানের অবিচ্ছিন্ন জুটি,বয়সে দুই বছরের বড় বিনোদ কাম্বলিকে সঙ্গে নিয়ে গড়েন ৬৬৪ রানের অবিচ্ছিন্ন জুটি
ওই মামলাগুলোতেও একই ব্যক্তিদের আসামি করা হয়েছে,ওই মামলাগুলোতেও একই ব্যক্তিদের আসামি করা হয়েছে
এমনকি এজাহারের অনুলিপিও তাঁকে দেওয়া হয়নি,এমনকি এজাহারের অনুলিপিও তাঁকে দেওয়া হয়নি
"ফোনগুলোয় রয়েছে কোয়ালকম স্ন্যাপড্রাগন ৬৬০ চিপসেট, সঙ্গে ৬ জিবি র‍্যাম","ফোনগুলোয় রয়েছে কোয়ালকম স্ন্যাপড্রাগন ৬৬০ চিপসেট, সঙ্গে ৬ জিবি র‍্যাম"
এখন দূষণে সম্পূর্ণ বিপর্যস্ত ছড়াটি,এখন দূষণে সম্পূর্ণ বিপর্যস্ত ছড়াটি
আমাদের জন্য এই জয় স্বপ্ন সত্যি হয়ে যাওয়ার মতোই একটা ব্যাপার,আমাদের জন্য এই জয় স্বপ্ন সত্যি হয়ে যাওয়ার মতোই একটা ব্যাপার
ঢাকা থেকে বিমান দেরিতে ছাড়ায় দুবাই থেকে মিস করেন অ্যাডিলেডের ফ্লাইট,ঢাকা থেকে বিমান দেরিতে ছাড়ায় দুবাই থেকে মিস করেন অ্যাডিলেডের ফ্লাইট
"হাজীগঞ্জ থানার পরিদর্শক (তদন্ত) মিজানুর রহমান গতকাল রাত পৌনে আটটায় প্রথম আলোকে জানান, পুলিশ মেয়েটিকে নিয়ে গাজীপুরের কিশোরী উন্নয়ন কেন্দ্রের উদ্দেশে রওনা হয়েছে","হাজীগঞ্জ থানার পরিদর্শক (তদন্ত) মিজানুর রহমান গতকাল রাত পৌনে আটটায় প্রথম আলোকে জানান, পুলিশ মেয়েটিকে নিয়ে গাজীপুরের কিশোরী উন্নয়ন কেন্দ্রের উদ্দেশে রওনা হয়েছে"
