Error,Word
ত া ক ্ স ি ছ া ল ক ে র,ট ্ য া ক ্ স ি চ া ল ক ে র
ত ্ র া ন ্ ত,ক ্ ল া ন ্ ত
স ু ব া র,স ু ব ী র
ফ ন ি,ফ ণ ী
ই ন ্ দ ি য় া,ই ন ্ ড ি য় া
স ্ ম প দ া ক,স ম ্ প া দ ক
ম ু স ম া ন,ম ু স ল ম া ন
ব ি ন া ম ূ ল ্ ল ে,ব ি ন া ম ূ ল ্ য ে
৬ ত া র,৬ ট া র
দ ই য় ে ছ ে ন,দ ি য় ে ছ ে ন
ক র ে ছ ে,ক র ে ছ ে ন
খ া ও া র,খ া ও য় া র
দ ে খ া,দ ে খ া ন
ম া ত া ম,ম া ত ম
দ ে ক ি য় ে ছ ে,দ ে খ ি য় ে ছ ে
ই য় া স ম ি ন,ই য ় া স ম ি ন
ব ি র ি ত ি র,ব ি র ত ি র
প র জ া য় ক ম ি ক ভ া ব ে,প র ্ য া য় ক ্ র ম ি ক ভ া ব ে
ব ে ত ি ক ্ র ম,ব ্ য া ত ি ক ্ র ম
স উ ন ্ দ র জ,স ৌ ন ্ দ র ্ য
হ প ে,হ ো প
ফ র ক া ন ি য় া,ফ ো র ক া ন ি য় া
ব ি ম া ন ব া হ ি ন ি র,ব ি ম া ন ব া হ ি ন ী র
ক র ল ে ন,ক র ল ে
দ া ই,দ া য় ী
স ম ্ প র ক,স ম ্ প র ্ ক
ক ি ল ম ি ত া র,ক ি ল ো ম ি ট া র
জ ে ত ক ি ন,জ ে ট ক ি ন
ম ে ছ ে র,ম ্ য া চ ে র
আ শ ে প া শ ে র,আ শ প া শ ে র
ফ ে ব ্ র ু য় া র ী,ফ ে ব ্ র ু য় া র ি
এ ম ন ্ ত া,এ ম ন ট া
স ি র শ ে,শ ী র ্ ষ ে
হ ে ন ভ া র,হ ্ য া ং ও ভ া র
প া স া প া স ি,প া শ া প া শ ি
ও ন ু ষ া ঠ া ন ে,অ ন ু ষ ্ ঠ া ন ে ও
শ ম ্ ম ে ল ন ে,স ম ্ ম ে ল ন ে
দ ে ক ে,ড ে ক ে
ল ে ট ি ন,ল ্ য া ট ি ন
র স ন,র ো শ ন
র ো জ গ া র,র ো জ গ া র ে র
আ ল চ ্ চ ি ত,আ ল ো চ ি ত
ত া হ ্ ল ে,ত া হ ল ে
ব ই জ ্ ঞ া ন ি ক,ব ৈ জ ্ ঞ া ন ি ক
হ স ৩ এ ন ে র,হ ো স ে ন ে র
প ্ র ি চ া ল ন া,প র ি চ া ল ন া
স ল ্ প,স ্ ব ল ্ প
ক া প ু র ু ই শ,ক া প ু র ু ষ
ক ্ য ে ক,ক য় ে ক
দ ু ই জ ন ে র ি,দ ু জ ন ে র ই
দ া ল া ল ্ ক ে,দ া ল া ল ক ে
হ উ য় া র,হ ও য ় া র
ব ি জ ই য় ি,ব ি জ য় ী
ভ া র ত শ হ,ভ া র ত স হ
স হ ্ র া ও র থ ি,স ো হ র া ও য় া র ্ দ ী
ছ ি থ ি র,চ ি ঠ ি র
শ ং শ দ,স ং স দ
অ ত ্ র ি প থ,ক র ্ ত ৃ প ক ্ ষ
প ্ র ত ি স ্ থ া র,প ্ র ত ি ষ ্ ঠ া র
ব ি র দ ্ ধ ে,ব ি র ু দ ্ ধ ে
অ থ া,ও ঠ া
প ্ র ধ ্ ন ম ন ্ ত ্ র ি ত,প ্ র ধ া ন ম ন ্ ত ্ র ী র
হ ু শ,হ ু ঁ শ
ম ে ল ্ ব উ র ন ে,ম ে ল ব ো র ্ ন ে
প ্ র ে শ ি ড ে ন ্ ট,প ্ র ে স ি ড ে ন ্ ট
র া হ ্ ম া ঙ ্ ক ে,র হ ম া ন ক ে
ম ি র ত ু র,ম ৃ ত ্ য ু র
জ শ,জ ো শ
অ র ্ থ ব ছ ্ র ে,অ র ্ থ ব ছ র ে
হ া ত ্ ম হ া শ হ,হ া ত ম ো জ া স হ
অ স শ ি ন ি,অ শ ্ ব ি ন ী
৫ ২ ত ি,৫ ২ ট ি
প া র ল া ম ে ন ্ ত ও,প া র ্ ল া ম ে ন ্ ট ে ও
ক া ত া ব,ক া ট া ব ো
স ক ্ ত,শ ক ্ ত
ছ া ল ি য় ে চ ে,চ া ল ি য় ে ছ ে
ত ি জ া র,ট ি জ া র ও
অ ত ি ত,অ ত ী ত
হ ম ে,হ ো ম ে
প ্ র ক া স স ে,প ্ র ক া শ ্ য ে
ছ া র ত ে,ছ া ড় ত ে
ঘ ু স ন া,ঘ ো ষ ণ া
অ শ ি ক ্ র ি ত ি,অ স ্ ব ী ক ৃ ত ি
র ে ম ি ত া ন ্ স ে র,র ে ম ি ট ্ য া ন ্ স ে র
শ ন শ ল ি স ্ ত,স ং শ ্ ল ি ষ ্ ট
এ ক া ই,এ ক ই
উ দ ্ ধ ে গ ে র,উ দ ্ ব ে গ ে র
ছ া স ে র,চ া ষ ে র
আ প ্ ন,আ প ন
য া ও য় া য়,য া ও য় া র
ক া র ি য় া র,ক ্ য া র ি য় া র
প ্ র ে র ন,প ্ র ে র ণ
হ া ম ল া য়,হ া ম ল া য ়
ক ল ্ ল া ন ে,ক ল ্ য া ণ ে
ম া হ ম ু দ উ ল ্ ল া হ ্ ‌,ম া হ ম ু দ উ ল ্ ল া হ
আ য় ি ন জ ি ব ি দ ে র ও,আ ই ন জ ী ব ী দ ে র ও
খ ল ে ন ন ি,খ ো ল ে ন ন ি
জ া ন া ন া,জ া ন া ন
ম া শ া র া ফ ি র,ম া শ র া ফ ি র
খ য় ে র,ক ্ ষ য় ে র
ম ু ন ি ম ু ল,ম ু ন ি ম উ ল
র ে দ ি,র ে ড ি
ব া ছ া ও,ব া ঁ চ া ও
আ ন ু প র ব ে শ ক া র ি,অ ন ু প ্ র ব ে শ ক া র ী
জ ি ব া ন ু ক ে,জ ী ব া ণ ু ক ে
শ ক ্ র া ন া,শ ো ক র া ন া
ব ্ য া ঙ ্ ক গ ু ল ো র,ব ্ য া ং ক গ ু ল ো র
হ ি স ব ে,হ ি স ে ব ে
ম া র া দ ো ন া,ম ্ য া র া ড ো ন া
ঘ ু স,ঘ ু ষ
শ ন শ দ ে,স ং স দ ে
উ র ু প ে র,ই উ র ো প ে র
প ্ র ে স ি ড ে ন ত ে র,প ্ র ে স ি ড ে ন ্ ট ে র
অ প র া ধ ি দ ে র,অ প র া ধ ী দ ে র
ব ি দ ্ দ া ল এ,ব ি দ ্ য া ল য়
ম ধ,ম ধ ্ য
ব া র ত ে র,ভ া র ত ে র
ভ ো ত া দ ি ক া র,ভ ো ট া ধ ি ক া র
গ ব ে শ ন া য়,গ ব ে ষ ণ া য ়
শ ঙ ্ গ থ ন ে র,স ং গ ঠ ন ে র
ন উ প র ি ব হ ন,ন ৌ প র ি ব হ ন
অ প ্ র ি ত ি ক র,অ প ্ র ী ত ি ক র
আ ম আ ড়,আ ম া র
গ ি র জ া য়,গ ি র ্ জ া র
১ ০ ত া য়,১ ০ ট া য়
ঘ ত া এ,ঘ ট া য ়
প া র ি প া র শ ি ক,প া র ি প া র ্ শ ্ ব ি ক
আ স ি ম,অ স ী ম
ল ি গ ে র,ল ী গ ে র
ক া জ ি,ক া জ ী
স ্ থ া ফ ি ত,স ্ থ া প ি ত
ব ল ে য়,ব ল ে র
ব ি স ব ক া প ে ও,ব ি শ ্ ব ক া প ে ও
শ ম ্ প ্ র ি ক ্ ত,স ম ্ প ৃ ক ্ ত
গ ল া প ে র,গ ো ল া প ে র
ছ ু ত ি ত ে,ছ ু ট ি ত ে
স ্ ম া দ ৃ ত,স ম া দ ৃ ত
ধ ক ্ ল,ধ ক ল
জ া র া,য া র া
ন দ ি,ন দ ী
এ ব া ব ে,এ ভ া ব ে
জ া ন ি য় ে ন,জ া ন ি য় ে ছ ে ন
উ প স থ ি ত ি র,উ প স ্ থ ি ত ি র
ক ু র া আ ন ে,ক ু র আ ন ে
ম দ ্ ধ ব ি ত ্ ত,ম ধ ্ য ব ি ত ্ ত
গ ট ে ন ি,ঘ ট ে ন ি
দ ু র ্ ন ি ত ি ক ে,দ ু র ্ ন ী ত ি ক ে
ছ ু ল ন া র,খ ু ল ন া র
ক ি ল ম ে ত ে র,ক ি ল ো ম ি ট া র
স ি জ ্ ঞ ি র,শ ি গ গ ি র ই
প ্ র ে র,প র ে র
প ধ হ ত ি র,প দ ্ ধ ত ি র
ব ি ত র ক,ব ি ত র ্ ক
ম র জ া দ া য়,ম র ্ য া দ া র
স ি ক ্ ষ ক,শ ি ক ্ ষ ক
আ ল ছ ন া র,আ ল ো চ ন া র
স ে ঞ ্ ছ ু র ু র,স ে ঞ ্ চ ু র ি র
দ া,ড া
ট া ঁ ক া র,ট া ক া র
স ্ ট ে শ ঙ ্ গ ু ল ত ে ও,স ্ ট ে শ ন গ ু ল ো ত ে ও
প ্ র ত ি ষ ্ ট া ন,প ্ র ত ি ষ ্ ঠ া ন
র খ া র,র ক ্ ষ া র
ন ি র ি ক ্ ষ া র,ন ি র ী ক ্ ষ া র
ক া র জ া ল য়,ক া র ্ য া ল য় ে
ম হ া স র ক ে র,ম হ া স ড় ক ে র
ন া ত ্ র ি ত ্ ত া ধ ি ন,ন ে ত ৃ ত ্ ব া ধ ী ন
স জ ন,স ্ ব জ ন
স ি দ ্ দ ী ক ি,স ি দ ্ দ ি ক ী
গ র ব,গ র ্ ব
ক ু ত ্ ন ই ত ি ক,ক ূ ট ন ৈ ত ি ক
ঘ ত ন া ও,ঘ ট ন া ও
জ া র ্ শ ি,জ া র ্ স ি
ভ ি ত ্ ত ি ত ে,ভ ি ত ্ ত ি
স ম া ধ া ন ে র,স ম া ধ া ন ে
২,দ ু ই
দ ে ভ া ত া,দ ে ব হ া ট া
ছ ম ত ক া র ভ া ব ে,চ ম ৎ ক া র ভ া ব ে
ন া ভ ি স শ স,ন া ভ ি শ ্ ব া স
দ ে শ ি,দ ে শ ই
ক া থ া ল ত ল ি,ক া ঠ া ল ত ল ী
হ া ম ি ল ত ন ে র,হ ্ য া ম ি ল ্ ট ন ে র
উ ও জ া ই ত ি দ ে র প ু ন র ব া দ স শ ে র,উ প জ া ত ি দ ে র প ু র ্ ন ব া স ন ে র
ক র ত ি প ক ্ ষ,ক র ্ ত ৃ প ক ্ ষ
জ ি ও ন ি স ্ ত,জ ি ও ন ি স ্ ট
প দ ত া গ,প দ ত ্ য া গ
ন ি র ব া ছ া ন,ন ি র ্ ব া চ ন ে
র া স ্ ত ্ র ব ে ব স ্ থ া,র া ষ ্ ট ্ র ব ্ য ব স ্ থ া
শ ু ন ্ ন ে র,শ ূ ন ্ য ে র
ক ন ্ দ া,ক ো ন ড া
ম ন ্ ত ব ্ ব,ম ন ্ ত ব ্ য
ম ু ল ্ ল ব ো ধ ে র,ম ূ ল ্ য ব ো ধ ে র
গ ী য় ে,গ ি য় ে
প র ি ন ত,প র ি ণ ত
ব ে ব স ্ থ া প ন া য়,ব ্ য ব স ্ থ া প ন া য়
ঘ ত ন া স ্ থ ল ে ই,ঘ ট ন া স ্ থ ল ে ই
স ন ্ স দ ে র,স ং স দ ে র
প ু র ু ন,প ূ র ্ ণ
ঝ ল শ ে,ঝ ল স ে
ব ্ র ম ি,ব র ্ ম ি
য া র ্ ব ও,র ্ য া ব ও
ক ে র ে,ক ে ড ় ে
উ প জ ে ল া ই,উ প জ ে ল া য়
হ ট ে,হ ত ে
ধ ি র ে,ধ ী র ে
চ া ত ্ র দ ে র,ছ া ত ্ র দ ল ে র
শ হ শ ভ া প ত ি,স হ স ভ া প ত ি
ভ া ম ্ ম ম া ন,ভ ্ র া ম ্ য ম া ণ
অ স া ভ া ব ি ক,অ স ্ ব া ভ া ব ি ক
প া র ফ র ম া ঞ ্ চ,প া র ফ র ম ্ য া ন ্ স
প া হ া র ে র,প া হ া ড় ে র
ম া ন শ ি ক,ম া ন স ি ক
ক ম ্ ল া প ু র,ক ম ল া প ু র
ভ র ত ু ক ি,ভ র ্ ত ু ক ি
অ ভ ে র ে,ও ভ া র ে
গ ন ত ্ র ন ্ ত,গ ণ ত ন ্ ত ্ র
শ ে শ ব া র ে র,শ ে ষ ব া র ে র
আ ত ক ্ ক ্ র ি ত,আ ট ক ক ৃ ত
ধ া ন শ ি র ি,ধ া ন স ি ঁ ড় ি
আ ব ্ দ ল,আ ব দ ু ল
ম া দ ব র ব া ঁ জ া র,ম া দ ব র ব া জ া র
ত ি ন ি ও,ত ি ন ি
হ ি ত া র,হ ি ট া র
ভ ু ম ি,ভ ূ ম ি
ব া ং ল া দ ে শ ি র,ব া ং ল া দ ে শ ী র
এ ব ্ য া প া র ে,এ ব ্ য প া র ে
স া প র ট ে,স া প ো র ্ ট ে
ম ধ ধ ে,ম ধ ্ য ে
ব ি র,ব ী র
ব ্ য া ট ি ঙ য় ে,ব ্ য া ট ি ং য় ে
ন ি জ ে দ র,ন ি জ ে দ ে র
আ র া ই শ,আ ড ় া ই শ
স ্ ত ক ে স,স ্ ট ো ক স
র া ঙ ্ ক ি ং এ,র ্ য া ং ক ি ং য় ে
শ ে ত ি ও,স ে ট ি ও
জ া ব ত ি ও,য া ব ত ী য়
ক া য,ক া জ
হ ি স া ব ত া,হ ি স া ব ট া
উ থ ে হ ে,উ ঠ ে ছ ে
প া ক ি স ্ ত া ন ্ ক ে,প া ক ি স ্ ত া ন ক ে
ব ্ র া ক ্ ষ ন ব া র ি য় া,ব ্ র া হ ্ ম ণ ব া ড ় ী য ় া
অ ভ া ল ে,ও ভ া ল ে
প ড় ই,প র ই
ব য় শ,ব য় স
ব ে ট স ম ে ন,ব ্ য া ট স ম ্ য া ন
ব ই ন ্ ন া,ব ন ্ য া
ক ো ড় ছ ে,ক র ছ ে
ল ি ম ি ত ে স ন,ল ি ম ি ট ে শ ন
ছ া র ে ন,ছ া ড় ে ন
স চ া ত ন ত া র,স চ ে ত ন ত া র
অ ব প ্ স শ,অ ব শ ্ য
ঘ ু ত ন া,ঘ ট ন া
দ ি গ ু ন,দ ্ ব ি গ ু ণ
ল ক স ভ া,ল ো ক স ভ া
ন ি র ্ য া ত ্ ন,ন ি র ্ য া ত ন
ব হ ল ব া র ি য় া,ব হ ল ব া ড় ী য় া
শ ত ্ ত া শ া ত ি ও,স ্ ব া য় ত ্ ত শ া স ি ত
ন ি র ব া ছ ঙ ্ ক ে,ন ি র ্ ব া চ ন ক ে
দ ু র ন ি ম ু ক ্ ত ি,দ ু র ্ ন ী ত ি ম ু ক ্ ত
স ্ ট ্ য া ম ্ প,স ্ ট া ম ্ প
ধ র ে ন,ধ া র ে ন
ব ে ঙ ্ ক ক,ব ্ য া ং ক ক
প থ ম ্ ব া র ে র,প ্ র থ ম ব া র ে র
ক র ম ক া ন ্ দ,ক র ্ ম ক া ন ্ ড
স ে খ া ন ে,স ে খ া ন
উ দ ্ দ ত,উ দ ্ য ত
ম ু ল ে,ম ি ল ে
প ্ র ত ্ ত ে ক ে ই,প ্ র ত ্ য ে ক ক ে ই
র ক ্ ষ ন শ ি ল,র ক ্ ষ ণ শ ী ল
অ ব স ে হ স ে,অ ব শ ে ষ ে
দ ল,দ ল ে
ব ল ত,ব ল ত ো
গ া ব ন ে,গ ্ য া ব ন ে
ন ি র ব া ছ ন ি,ন ি র ্ ব া চ ন ী
শ া ম ি ক ে,স ্ ব া ম ী ক ে
ন ি র দ ে শ ন া,ন ি র ্ দ ে শ ন া
ঈ উ,ই ই উ
ব ি র ধ ি দ ে র,ব ি র ো ধ ী দ ে র
স ্ প ি ক র,স ্ প ি ক া র
ত ্ র া ন ি ং,ট ্ র ে ন ি ং
ক র ে ছ ি ল ে ম,ক র ে ছ ি ল ে ন
শ ব া ই ক ে,স ব া ই ক ে
স ম র থ ন ে,স ম র ্ থ ন ে
ন ি য় ম ি ত,ন ি য ় ম ি ত
ঘ শ ন া,ঘ ো ষ ণ া
হ ত ্ ত া,হ ত ্ য া
খ া ব,খ া ব ো
শ র ে ন ্ ন ি,স র ে ন ন ি
শ ত ্ র া ন ে,শ ত র া ন ে
স ম ্ ম ম া ন ে র,স ম ্ ম া ন ে র
ব ঊ দ ে র,ব উ দ ে র
ন ্ য স শ ঙ ্ গ ত,ন ্ য া য় স ঙ ্ গ ত
গ ু য় া ই দ,গ ু য় া ই দ ো
প ্ র ত ি ম ন ্ ত ্ র ি,প ্ র ত ি ম ন ্ ত ্ র ী
শ ম ্ প ্ র দ া য় ক ে,স ম ্ প ্ র দ া য় ক ে
দ ে খ া শ ন া র,দ ে খ া শ ো ন া র
এ উ র প ি ও,ই উ র ো প ী য়
ও য় ি ং,উ ই ং
অ প ে খ া,অ প ে ক ্ ষ া
দ ু র ন ি ম ু ক ্ ত,দ ু র ্ ন ী ত ি ম ু ক ্ ত
জ ু ক ্ ত র া স ্ ত ে র,য ু ক ্ ত র া ষ ্ ট ্ র ে র
ড া ক া ত ্ র া র,ড া ক ্ ত া র
ভ া র ত ি য়,ভ া র ত ী য ়
ন ে ম,ন ে ম ে
ত ই র ি ত ে,ত ৈ র ি ত ে
শ ু র ু ত া,শ ু র ু ট া
স ে ক া ন,স ে খ া ন
স স া ল,স ো স ্ য া ল
জ র া য়,জ ড় া য়
ম ু ল ্ ল স ্ ফ ি ত ি র,ম ূ ল ্ য স ্ ফ ী ত ি র
ত ু শ া র,ত ু ষ া র
এ উ র প ে য় ে,ই উ র ো প ে
ত া ই,৬ ট া য়
উ ত ্ ত ি ক ে,উ ট ট ি ক ে
অ য় ে ল স ে,ও য় ে ল স ে
ই স স ু এ ত ে,ই স ্ য ু ত ে
ট ্ র ে ন,ট ্ র ে ন ে
ব ্ য ত স ্ ম ্ য া ন ্ দ ে র,ব ্ য া ট স ম ্ য া ন দ ে র
ম া ছ,ম ্ য া চ
গ ল ত ি,গ ো ল ট ি
ম ল া,ম ও ল া
