Word,Error
তাইজুল,তিজুল
ইসলামকে,ইস্লামকে
মাত্র,মাতরো
স্পিনার,স্পিন্নের
স্পিনার,স্পিনের
প্রকাশ,পকাশ
প্রকাশ,পরকাশ
প্রকাশ,প্রজাশ
প্রকাশ,প্রকাস
প্রকাশ,প্রকাষ
ডেইলি,দেইলি
অনলাইন,অনলিনে
দেখা,ধেখা
দেখা,ধেকা
দেখা,ডেখা
দেখা,ড্ডেখা
দেখা,দেহা
দেখা,দেখ
দেখা,দেকা
দেখা,দখা
দেখা,দ্যাখা
দেখা,দেখে
গেছে,গেসে
গেছে,গেচে
গেছে,গেচসে
গেছে,গেছ
গেছে,গেছগে
আদালতে,আদালতের
গিয়ে,গিএ
গিয়ে,গীয়ে
স্ত্রীর,স্ত্রির
নানা,ণাণা
নানা,নান
থাকেন,থাকন
থাকেন,থাকতেন
থাকেন,তাকেন
বিনতে,বিন্তে
যুক্তরাষ্ট্রে,জুক্ত্রাস্ত্রে
যুক্তরাষ্ট্রে,জুক্তরাস্ত্রে
যুক্তরাষ্ট্রে,যুক্তরাস্ট্রে
রাষ্ট্রদূত,রাস্ত্রদুত
রাষ্ট্রদূত,রাস্ট্রদুত
রাষ্ট্রদূত,রাষ্ট্রদুত
রাষ্ট্রদূত,রাস্তদুত
রাষ্ট্রদূত,রাশ্ত্রদুধ
হিসাবে,হিশাবে
হিসাবে,হিশেবে
হিসাবে,হিসাব
হিসাবে,হিসেবে
নিযুক্ত,নিজুক্ত
করল,করলে
সৌদি,শউদি
সৌদি,সউদি
সৌদি,সোদি
আরব,আবার
গভীর,গবির
গভীর,গভির
রাতে,রাতেয়
মন্ত্রিসভায়,মন্ত্রিশবায়
একাধিক,একাদিক
একাধিক,একিধিক
একাধিক,আকাধিক
সরকার,শরকার
সরকার,স্রকার
সরকার,শড়কার
সোয়া,শয়া
সোয়া,সয়া
লাখ,লাক
লাখ,লাখজ
মাঠের,মাতের
মাঠের,মাথের
নাম,নম
নাম,মান
সোয়ালাখিয়া,শয়াখালিয়া
যা,জা
উচ্চারণ,উছছারন
বিবর্তনে,বিবরতনে
শোলাকিয়া,শলাকিয়া
বৃহত্তম,ব্রিহত্তম
হিসাব,হিশাব
হিসাব,হিশাবে
অনুযায়ি,অনুজায়ি
ঈদগাহ,ইদ্গাহ
মাঠে,মাথে
মাঠে,মাতে
ঈদ,ইদ
অনুষ্ঠিত,অনুশিত
অনুষ্ঠিত,অনুশ্তহিত
অনুষ্ঠিত,অনুস্থিত্ত
অনুষ্ঠিত,অনুস্থিত
অনুষ্ঠিত,অনুষতিত
অনুষ্ঠিত,অনুষথিত
অনুষ্ঠিত,নুশ্তহিত
তবে,টোবে
তবে,তবেঁ
তবে,তবের
তাৎক্ষণিক,তাতককিক
তাৎক্ষণিক,তাতখনিক
ক্ষয়ক্ষতির,খয়খতির
পাওয়া,পাউয়া
পাওয়া,পাওউয়া
পাওয়া,পাও্যা
পাওয়া,পাওা
পাওয়া,পাওায়া
যায়নি,জায়নি
যায়নি,জাযনি
যায়নি,যায়ণী
যায়নি,জয়নি
যায়নি,জাইনি
সকাল,শকাল
সকাল,স্কাল
৮টা,৮তা
মিনিটে,মিনিতে
মিনিটে,মিওনিতে
মিনিটে,মিনুতে
মিনিটে,মিনুতী
ভূকম্পন,ভুকমন
অনুভূত,অনুভুত
টি২০,তি২০
টি২০,ত২০
মানেই,মাণেই
রোমাঞ্চ,রমাঞ্ছ
চার,ছার
চার,চআর
চার,চাহার
নির্বাচনে,নিরবাছএ
নির্বাচনে,নিরবাছনে
নির্বাচনে,নিরবাচনে
নির্বাচনে,নিরবাছন
নির্বাচনে,নিরবাছান
নির্বাচনে,নিরভাছনে
নির্বাচনে,নির্বাচন
নির্বাচনে,নিররাবচনে
নির্বাচনে,নিরবাচনি
সাধারণ,শদারন
সাধারণ,শাধারন
সাধারণ,সাদারন
সাধারণ,সাধারন
সাধারণ,শাদারন
ন্যায্য,নেজ্জ
ন্যায্য,ন্যাজ
অনেক,ওণেক
অনেক,অণেক
অনেক,অনেকে
অধিকার,অদিকার
অধিকার,অদিয়ার
বঞ্চিত,বঞ্ছিত
ঢাবির,দাবির
ঢাবির,ধাবির
হাজার,জাজার
হাজার,হাযার
হাজার,হাজায
শিক্ষার্থীর,শিক্ষারথির
১৮টি,১৮তি
হলে,হলেও
হলে,হোলে
ডেপুটি,দেপুতি
কালেক্টর,কালেক্তর
কয়েকজন,কএকজন
শুরু,সুরু
শুরু,শুর
শুরু,ধুরু
শুরু,স্রুরু
শুরু,সরুর
শুরু,শুইরু
জরিপে,জ্রিপ
গন্ডার,গন্দার
গন্ডায়,গন্দায়
কথাও,কথআও
মাঝে,মাজে
মধ্যেই,মদ্ধেই
জড়িয়ে,জরিয়ে
যায়,জায়
যায়,জাই
যায়,জাএ
বললেন,বলবেন
স্ট্রোক,স্ত্রক
লাঠির,লাথির
একমাথা,এক্মাথা
খুঁচিয়ে,খুছিয়ে
হাঁটতাম,হাত্তাম
যখন,জখন
ক্ষেতের,খেতের
পাশ,পাস
পাশ,পাসস
দিয়ে,দিয়
দিয়ে,দিএ
দিয়ে,দীয়ে
দিয়ে,নিয়ে
বুড়িমার,বুরিমার
মাথা,মাতা
ক্যালকাটা,কেল্কাতা
পিঁজরাপোল,পিজ্রাপল
সোসাইটি,সসাইতি
নামে,নামের
নামে,নমে
সংস্থার,শস্থার
সংস্থার,সংথার
সংস্থার,সনশার
পাঁচটি,পাছতি
পাঁচটি,পাচতি
পাঁচটি,পাচটি
গোশালা,গশালা
রয়েছে,র‍্যেছে
রয়েছে,রয়েচে
রয়েছে,রয়েসে
রয়েছে,হয়েছে
রয়েছে,রুয়েছে
রয়েছে,রছেয়েচে
পশ্চিমবঙ্গে,পশিম্বঙ্গে
পশ্চিমবঙ্গে,পশ্ছিম্বঙ্গে
সেখানকার,শেখাঙ্কার
কোঅর্ডিনেটর,কুরদিনেতর
সর্বেশ্বর,শরবেশশর
শর্মা,শরমা
প্রতি,পতি
প্রতি,পরতি
প্রতি,প্রই
প্রতি,পড়তি
প্রতি,প্ররতি
শতাংশ,শতানশ
শতাংশ,শ্তাঙশ
শতাংশ,সতাংস
শতাংশ,সতাংশ
গোমূত্রের,গমুত্র
গোমূত্রের,গোমুত্রের
বিক্রি,ব্রিক্রি
বিক্রি,কিক্রি
বাড়ছে,বারসে
বাড়ছে,বারছে
সাহায্য,শাহাজ্জ
সাহায্য,সাহাজ্জ
সাহায্য,শাহাজ
সাহায্য,সাহাজ
এলাকার,এলাকায়
মানুষের,মানুশের
মানুষের,মানুউশের
মানুষের,মানুসের
মানুষের,মানুনশের
মানুষের,মানুশএর
মানুষের,মানুশদের
মানুষের,মানুশ
টুকটাক,তুক্তাক
কাপড়,কাপর
সেলাই,শেলাই
সংসার,শন্সার
সংসার,সন্সার
সংসার,সংশার
চালান,ছালান
ইমাকে,ইমাম
স্বপ্ন,শপ্ন
স্বপ্ন,সপ্ন
স্বপ্ন,সবপ্ন
দেখেন,ধেকেন
দেখেন,দেকেন
পানি,পান্ণি
পানি,পানই
পবিত্র,পবত্র
