correct_sentence,gt,sentence,correction
এখন সরকারের উচিত হবে তাঁদের এ উদ্ভাবকদের প্রণোদনা দেওয়া।,এখন সরকারের উচিত হবে তাঁদের $e$ উদ্ভাবকদের প্রণোদনা দেওয়া।,এখন সরকারের উচিত হবে তাঁদের e উদ্ভাবকদের প্রণোদনা দেওয়া।,"[((28, 28), 'এ')]"
২ উইকেট নিয়েছেন বুমরাহ।,২ উইকেট নিয়েছেন বুমরাহ।,২ উইকেট নিয়েছেন বুমরাহ।,[]
কখনো কখনো রাজনৈতিক প্রভাব তারা খাটায়।,কখনো কখনো রাজনৈতিক প্রভাব তারা খাটায়।,কখনো কখনো রাজনৈতিক প্রভাব তারা খাটায়।,[]
বিয়ের প্রলোভন দেখিয়ে গণধর্ষণের অভিযোগে করা মিরপুর থানার ১৯৯৬ সালের একটি মামলা ২০০৩ সালে ৫ নম্বর ট্রাইব্যুনালে যায়।,বিয়ের প্রলোভন দেখিয়ে গণধর্ষণের অভিযোগে করা মিরপুর থানার ১৯৯৬ সালের একটি মামলা ২০০৩ $sale$ ৫ $number$ ট্রাইব্যুনালে $ii$।,বিয়ের প্রলোভন দেখিয়ে গণধর্ষণের অভিযোগে করা মিরপুর থানার ১৯৯৬ সালের একটি মামলা ২০০৩ sale ৫ number ট্রাইব্যুনালে ii।,"[((83, 86), 'সালে'), ((90, 95), 'নম্বর'), ((111, 112), 'যায়')]"
সাক্ষীদের আদালতে হাজির করার দায়িত্ব পুলিশের।,সাক্ষীদের আদালতে হাজির করার দায়িত্ব পুলিশের।,সাক্ষীদের আদালতে হাজির করার দায়িত্ব পুলিশের।,[]
এটাই শিল্পীর কাজ।,এটাই শিল্পীর কাজ।,এটাই শিল্পীর কাজ।,[]
এটি গত বছরের একই সময়ে রপ্তানি হওয়া ৪৫৮ কোটি ডলারের পোশাকের চেয়ে ৪ দশমিক ৯৩ শতাংশ কম।,এটি $got$ বছরের একই সময়ে রপ্তানি হওয়া ৪৫৮ কোটি ডলারের পোশাকের চেয়ে ৪ দশমিক ৯৩ শতাংশ $com$।,এটি got বছরের একই সময়ে রপ্তানি হওয়া ৪৫৮ কোটি ডলারের পোশাকের চেয়ে ৪ দশমিক ৯৩ শতাংশ com।,"[((4, 6), 'গত'), ((82, 84), 'কম')]"
ততক্ষণে সব শেষ।,ততক্ষণে সব $says$।,ততক্ষণে সব says।,"[((11, 14), 'শেষ')]"
তা রক্ষার জন্য আদালতেরও সব দিক বিবেচনা করে সিদ্ধান্ত দেওয়া উচিত।,তা রক্ষার জন্য আদালতেরও সব দিক বিবেচনা করে সিদ্ধান্ত দেওয়া উচিত।,তা রক্ষার জন্য আদালতেরও সব দিক বিবেচনা করে সিদ্ধান্ত দেওয়া উচিত।,[]
এরপর থেকে এভারেস্টে আরোহণ অত্যন্ত বড় ব্যবসায় হয়ে উঠেছে।,এরপর থেকে এভারেস্টে আরোহণ অত্যন্ত বড় ব্যবসায় হয়ে উঠেছে।,এরপর থেকে এভারেস্টে আরোহণ অত্যন্ত বড় ব্যবসায় হয়ে উঠেছে।,[]
"বিজেএমসির চেয়ারম্যান হুমায়ুন খালেদ প্রথম আলোকে বলেন , দেশে গত বেশ কয়েক মাসের রাজনৈতিক অস্থিরতা , বড় বাজার মধ্যপ্রাচ্যের দেশগুলোতে অস্থিরতায় চাহিদা কমে যাওয়া , ডলারের বিপরীতে ভারতে রুপির দরপতন ঘটায় সে দেশের আমদানিকারকদের আমদানিতে অনীহাসহ কয়েকটি কারণে পাটজাত পণ্যের রপ্তানি বেশ কমেছে।","বিজেএমসির চেয়ারম্যান হুমায়ুন খালেদ প্রথম আলোকে বলেন , দেশে $got$ $yes$ কয়েক মাসের রাজনৈতিক অস্থিরতা , বড় বাজার মধ্যপ্রাচ্যের দেশগুলোতে অস্থিরতায় চাহিদা $come$ যাওয়া , ডলারের বিপরীতে ভারতে রুপির দরপতন ঘটায় $say$ দেশের আমদানিকারকদের আমদানিতে অনীহাসহ কয়েকটি কারণে পাটজাত পণ্যের রপ্তানি $yes$ কমেছে।","বিজেএমসির চেয়ারম্যান হুমায়ুন খালেদ প্রথম আলোকে বলেন , দেশে got yes কয়েক মাসের রাজনৈতিক অস্থিরতা , বড় বাজার মধ্যপ্রাচ্যের দেশগুলোতে অস্থিরতায় চাহিদা come যাওয়া , ডলারের বিপরীতে ভারতে রুপির দরপতন ঘটায় say দেশের আমদানিকারকদের আমদানিতে অনীহাসহ কয়েকটি কারণে পাটজাত পণ্যের রপ্তানি yes কমেছে।","[((59, 61), 'গত'), ((63, 65), 'বেশ'), ((148, 151), 'কমে'), ((199, 201), 'সে'), ((275, 277), 'বেশ')]"
