,gt_x,gt_y,diff
840,শ্রেণিবৈষম্যের এই পরম্পরা হয়ত আগামী শতবর্ষেও একই থাকবে।,$শ্রেণিবৈষম্যের$ এই পরম্পরা হয়ত আগামী শতবর্ষেও একই থাকবে।,True
883,আমার $বোদা$ ফাটাইয়া দিলো লুচ্চা সালমান আহ আহ আহ$$ $চোদা$ খেয়ে আমি $ক্লন্ত$$$,আমার $বোদা$ ফাটাইয়া দিলো লুচ্চা সালমান$$ আহ আহ আহ$$ চোদা খেয়ে আমি $ক্লন্ত$$$,True
892,যার সাথে একটু আগে নষ্টামি জরে এসেছে।,যার সাথে একটু আগে নষ্টামি $জরে$ এসেছে।,True
901,কোন$ কোন$ সুবিধায় সরকার নিজেকে ডানপন্থী প্রমাণ করতে চায়?,কোন কোন সুবিধায় সরকার নিজেকে ডানপন্থী প্রমাণ করতে চায়?,True
906,"আমি বললাম,$$ঠিক আছে এটা যখন রাখবে তখন আমি কিছু এড করি।","আমি বললাম,ঠিক আছে এটা যখন রাখবে তখন আমি কিছু এড করি।",True
916,$সবসময়$ উত্রা-পাত্রা করবি না!,$সবসময়$ $উত্রা-পাত্রা$ করবি না!,True
929,"$বাহ$, $বাহ$, দেখো, দেখো, দেখো!","বাহ$,$ বাহ$,$ দেখো, দেখো, দেখো!",True
941,এ ছাড়া আমার কাছে আর $কোন হিসাব$ নেই।,এ ছাড়া আমার কাছে আর $কোন$ $হিসাব$ নেই।,True
944,আপু আমি তো $প্রতি দিন$ $হাটা হাটি$ করি কিন্ত $প্যাটের$ $চরভি$ তো $কমেনা$$,আপু আমি তো $প্রতি দিন$ $হাটা হাটি$ করি কিন্ত $প্যাটের$ $চরভি$ তো $কমেনা$$$,True
952,"(৫) বিশাল প্রাসাদ ছাড়াও এখানে বাগান, প্রাচীন সংগ্রহশালা, চিড়িয়াখানা, গোপন সুরঙ্গপথ, আদিনাথ মন্দির, শ্বেত পাথরে বাঁধানো পুকুর, জলসাঘর ইত্যাদি থাকায় কাঠগোলা বাগান পর্যটকদের কাছে সত্যিই অনন্য।","$(৫)$ বিশাল প্রাসাদ ছাড়াও এখানে বাগান, প্রাচীন সংগ্রহশালা, চিড়িয়াখানা, গোপন সুরঙ্গপথ, আদিনাথ মন্দির, শ্বেত পাথরে বাঁধানো পুকুর, জলসাঘর ইত্যাদি থাকায় কাঠগোলা বাগান পর্যটকদের কাছে সত্যিই অনন্য।",True
960,একটু আগে যে প্যাকেটটা এনেছিল সেটা খোলা হল।,একটু আগে যে প্যাকেটটা এনেছিল সেটা খোলা $হল$।,True
961,"বোকা বলতেই, রেগে গেসেন।","বোকা বলতেই, রেগে $গেসেন$।",True
964,সান দিয়েগো থেকে অনেক ক্রুজ লাইন কাজ করে।,সান দিয়েগো থেকে অনেক $ক্রুজ$ লাইন কাজ করে।,True
967,তিনি অটোদের কোম্পানির প্রতি $সম্মানী$ প্রদানে আগ্রহী ছিলেন না।,তিনি অটোদের কোম্পানির প্রতি সম্মানী প্রদানে আগ্রহী ছিলেন না।,True
971,অশন$$বসন$$ভূষণও এই পরিমাণে $বাড়িয়া$ $উঠিতে$ $লাগিল$।,$অশনবসনভূষণও$ এই পরিমাণে $বাড়িয়া$ $উঠিতে$ $লাগিল$।,True
995,গ্রামে শহরের মতো একজন সুন্দরীকে নায়িকা হিসাবে পাওয়া সহজ নয়$$ আবার একজন সুগঠিত নায়কও গ্রামে থাকে না।,গ্রামে শহরের মতো একজন সুন্দরীকে নায়িকা $হিসাবে$ পাওয়া সহজ নয়$$ আবার একজন সুগঠিত নায়কও গ্রামে থাকে না।,True
1014,"হয়ত জানে, সবাই তো আর আমার মত আশির দশকে পড়ে নেই।","$হয়ত$ জানে, সবাই তো আর আমার মত আশির দশকে পড়ে নেই।",True
1016,এসব কল্প-$কাহিনী$ ভিত্তিহীন।,এসব কল্প-কাহিনী ভিত্তিহীন।,True
1031,তিনি যে তার সেরা ধরে রাখতে পারেননি$$ তা উল্লেখ করা হয়।,তিনি যে তার সেরা ধরে রাখতে পারেননি তা উল্লেখ করা হয়।,True
1037,"এক্সকিউজ মি, বাবা$।","এক্সকিউজ মি, বাবা।",True
