text,label
"শেষে একটাই চাওয়া, রঙিন এই আয়োজনে ভালো থাকবে তোমরা",p
তানজিন তিশা এই মুহুর্তের সেরা অভিনেত্রী!,p
চেনা গল্পের অসাধারণ উপস্থাপন,p
"আহ! প্রথমে যতটুকু আনন্দ পেয়েছিলাম,শেষে অনেক কষ্ট পেলাম,দুই চোখ দিয়ে পানি চলে আসলো। মানুষ ভালোবাসে ঠিকি কিন্তু নিষ্ঠুর এই পৃথিবীতে সবাই তার ভালোবাসা পায়না।কারো ভালোবাসা হারিয়ে যায় নিয়তির টানে,আর কারো ভালোবাসা হারিয়ে যায় স্বর্থের টানে।সত্যিই নাটক টা দেখে অনেক ইমোশনাল হয়ে গেলাম।মন থেকে ভালোবাসা রইলো সকল কুলাকোশলির জন্য।",p
হাসি vS কান্না....  শেষ সিনটা অনেক ভাল লাগছে,p
"ভাইজান ;অসাধারণ তুমি,অসাধারণ।",p
নাটকটা অনেক ভালো  লাগছে,p
"অসাধারন গল্প,নিশো ও তিশা অনবদ্য",p
নাটকটা ছিল অসাধারন।শেষটা দেখে চোখে পানি এসে গেল।,p
নাটক টা যে এত ভালো হবে আমি মনে করি নি.. সত্যি শেষ সময় টা দেখে আমার চোখে পানি চলে এল.. Love,p
নাটকটা বেস্ট ।,p
"অসাধারন শেষ দৃশ্য টা,,,,খুব বলে লেগেছে",p
অসাধারণ  নাটক টি.........?,p
অসাধারণ নাটকটি,p
"ধন্যবাদ সবাইকে, The End নাটকটি উপভোগ করার জন্য।এবং আরোও ধন্যবাদ জানাই আমাদেরকে এত এত সাপোর্ট আর ভালবাসার জন্য।আমাদের জন্য সবাই দোয়া করবেন।",p
অসাধারন একটি নাটক। শেষের অংশটুকুতে চোখে জল এসে গেল। সত্যিকারের প্রেম এমনি হয়। Nisho vai is a best actor.....,p
জিয়াউল হক পলাশ(কাবিলা) ডাইরেকশন দিবে আর নিশো ভাই অভিনয় করবে সেটা কি আর ভাল না হয়ে থাকে?....অনেক ভাল হয়েছে,p
শেষ টুকু খুব ভালো লাগছে,p
এক কথায় অসাধারণ নাটক,p
শেষটা খুবই সুন্দর হয়েছে....এগিয়ে যান নিশো ভাই আর তিশা আপু,p
কাহিনী টা অনেক সুন্দর হয়েছে। ধন্যবাদ নির্মাতাকে।,p
কাহিনী টা দারুন... শেষের অংশে আমি ফেঁসে গেছি......,p
চরম নাটক।খুব ভাল হইছে,p
ঈদের বেস্ট নাটক। বেস্ট স্টোরি। বেস্ট পার্ফরমেন্স!,p
"ভালো লেগেছে তবে ঈদের best নাটক ""২২ শে এপ্রিল""",p
