correct_sentence,matched_token
কোনো মামলায় স্বরাষ্ট্র মন্ত্রণালয়ের অনুমোদন ছিল না: স্বরাষ্ট্র মন্ত্রণালয়ের কর্মকর্তারা নিশ্চিত করেছেন যে আবদুল লতিফ সিদ্দিকীর বিরুদ্ধে রাষ্ট্রদ্রোহ এবং ধর্মীয় অনুভূতিতে আঘাত আনার অভিযোগে দেশের নানা জায়গায় মামলা হলেও এসব মামলা দায়েরের আগে বা পরে স্বরাষ্ট্র মন্ত্রণালয়ের অনুমোদন নেওয়া হয়নি।,না
"বৈঠকে যুক্তরাষ্ট্র, তুরস্ক, উপসাগরীয় দেশগুলোসহ প্রায় ২০টি দেশ ও ইউরোপীয় ইউনিয়নের (ইইউ) সদস্যদেশের প্রতিনিধিরা অংশ নিচ্ছেন।",দেশ
গত বছরের ৩০ জানুয়ারি প্রধানমন্ত্রী শেখ হাসিনার চট্টগ্রামে আগমন উপলক্ষে নগরের পতেঙ্গা-হালিশহর আসনের সাংসদ এম এ লতিফ বিমানবন্দর সড়ক ও আগ্রাবাদে ব্যানার-ফেস্টুন টাঙানোর ব্যবস্থা করেছিলেন।,গত
"হিসাব করে দেখলাম, ঈদের আগে দুজনেই বেশ ফ্রি আছি।",আগে
"হুদা কমিশন ও কাজী রকিব কমিশন, দুই পর্বেই শুনেছি যে সিইসি হিসেবে তাঁরা অন্য কমিশনারদের মতকে খাটো করে দেখার প্রয়াস পেয়েছেন।",কমিশন
প্রাথমিক চিকিৎসার পর দুজনকেই রংপুর মেডিকেল কলেজ হাসপাতালে পাঠানো হয়।,মেডিকেল
"নাম প্রকাশ না করে পুলিশের এক জ্যেষ্ঠ কর্মকর্তা বলেন, চারজন নিহত হয়েছেন।",নাম
পদোন্নতি সাপেক্ষে নতুন কর্মস্থলে যোগদান না করা পর্যন্ত সংশ্লিস্ট বিচারকেরা আগের স্কেলেই বেতন তুলতে বাধ্য হন।,না
নারীর ক্ষমতায়ন ও অর্থনৈতিক মুক্তির জন্য সরকারি চাকরিতে কোটা সংরক্ষণ নয় বরং ভিন্ন পন্থা উদ্ভাবন করা প্রয়োজন।,ও
ফলাফল নিয়ে বিরোধীদের চ্যালেঞ্জ প্রত্যাখ্যান করে নির্বাচন কর্মকর্তারা গত রোববার জয়ী হিসেবে তাঁর নাম ঘোষণা করেন।,গত
মাদকদ্রব্যের অর্থের জোগান বা অন্য কারও অসৎ উদ্দেশ্য হাসিল করার জন্য আলিফকে অপহরণ করে তাঁরা হত্যা করে থাকতে পারেন।,বা
এদের এত বড় ঝাঁক জীবনে প্রথম দেখলাম।,এত
বেসিক ব্যাংকে অনিয়মের বিষয়টি স্বীকার করেছেন অর্থমন্ত্রী আবুল মাল আবদুল মুহিত।,বেসিক
সিলেট থেকে মাত্র ৬৮ কিলোমিটার দূরের এ শহরে প্রাইভেট কারের লাগল মোট দুই ঘণ্টা।,প্রাইভেট
"নোটিশে বলা হয়, প্রথম পক্ষ (মো. ওলি উল্লাহ) লিখিত অভিযোগে জানিয়েছেন যে তিনি দ্বিতীয় পক্ষের কাছে গার্মেন্ট এক্সেসরিজ সরবরাহ বাবদ মোট ৩১ লাখ ৯০ হাজার টাকার ওপর পাওনা আছেন।",যে
"ফায়ার সার্ভিসের নিয়ন্ত্রণ কক্ষে দায়িত্বরত কর্মকর্তা ভজন কুমার সরকার বলেন, তাদের ১০টি ইউনিট আগুন নেভাতে কাজ করে।",ফায়ার
